art;pr
53645.1118340-01;1439.6
5340.1130544;1012.6
5344.1130544-11;1873.92
53404.1130548;4102.86
5340.1130556;702.72
536.1203266;2827.96
5340.1213010;33138.86
53443.1213010-10;33630.52
53443.1213010-20;32486.16
53443.1213010-30;32636.219999999998
536.1213010;32545.94
5340.1213015-60;36341.36
53404.1213015-01;53124.9
5340.1213017;24251.16
5340.1213024;3744.18
5340.1213026-10;3390.38
53404.1213026-10;2924.34
53443.1213026;2869.44
53443.1213026-01;2816.98
536.1213026-10;3161.02
5340.1213028;3412.34
5340.1213034;100.03999999999999
5340.1213072;1596.98
53443.1213072;3485.54
536.1213072;2128.9
5340.1213322;81.74
5340.1303121-10;70.76
5340.1303121-13;64.66
5340.1303268;90.28
53443.1303268;231.79999999999998
5340.1303324;79.3
536.1307010-21;7189.46
536.1307010-30;7223.62
536.1307010-41;8110.5599999999995
5340.1307048-01;317.2
5340.1308010;43095.28
5344.1308010;28532.14
5344.1308010-01;28183.22
5344.1308010-10;28829.82
5344.1308010-11;27177.94
5344.1308010-12;24630.579999999998
53452.1308010-01;53822.74
5347.1308010-11;44914.299999999996
536.1308010-02;43823.62
536.1308010-03;32211.66
536.1308010-04;28114.899999999998
536.1308010-12;62576.24
5364.1308010;54660.88
53645.1308010;55780.84
5367.1308010-01;56184.659999999996
5367.1308010;42554.82
5343.1308011;10145.52
5340.1308011-10;8432.64
5348.1308011;9922.26
536.1308011-10;8847.44
5344.1308012-01;2520.52
5344.1308012-11;2629.1
5340.1308025;3141.5
5340.1308025-10;18167.02
5343.1308025-10;2615.68
5347.1308025;2671.7999999999997
5348.1308025;4454.22
5367.1308025;3780.7799999999997
537.1308024-10;16169.88
53491.1308024;14413.08
53491.1308025;19368.72
53491.1308025-20;12879.539999999999
53675.1308024;14710.76
5340.1308110-10;8348.46
5340.1308110-11;8341.14
537.1308110;8114.22
5340.8114110;6485.5199999999995
5340.1308170-11;1772.6599999999999
5340.1308170-20;1649.44
5340.1308170-30;1689.7
536.1308170;1737.28
53675.1308170;2903.6
537.1308170-10;2520.52
5340.3509010-40;34722.42
536.3509010-10;65217.54
5340.3701010-02;23483.78
5340.3701010-12;33213.28
5340.3701010-22;25468.72
5340.3701010-32;29665.52
5340.3701010-52;30500
5343.3701010-01;23836.36
5343.3701010-02;25315
5343.3701010-22;23836.36
53445.3701010-02;25315
53491.3701010-02;10563.98
5362.3701010-10;89857.88
5362.3701010-20;89857.88
53633.3701010;79605
9.1273;18637.94
5340.3701170-10;785.68
5340.3701170-11;832.04
5340.3701170-20;799.1
5362.3701170-11;883.28
5362.3701170-20;1056.52
5340.3407010-03;12262.22
5342.3407010;21763.579999999998
5342.3407010-03;13517.6
53402.3407010-03;12724.6
5344.3407010-10;20426.46
5344.3407010-13;12207.32
5347.3407010-03;13186.98
536.3407010-03;13145.5
5340.3708010-12;26045.78
5343.3708010-02;25467.5
5347.3708010-12;54962.22
5353.3708010-02;16592
536.3708010-02;26304.42
5340.3724010-11;11173.98
53403.3724010;7850.7
53491.3724010;10216.28
536.3724010-11;12169.5
53603.3724010-01;16267.48
5340.3724012;13202.84
5340.3724012-01;13407.8
53403.3724012;21634.26
53414.3724012;52684.479999999996
53419.3724012-01;17459.42
53423.3724012-01;20139.76
53423.3724012-34;33152.28
53435.3724012-02;15797.779999999999
53435.3724012-60;19617.6
5344.3724012-21;15001.119999999999
53441.3724012;13001.539999999999
53441.3724012-01;12545.26
53443.3724012-20;18962.46
53443.3724012-51;29090.899999999998
53444.3724012-20;52640.56
53444.3724012-31;64862.52
53445.3724012-20;27930.68
53471.3724012;21656.22
53471.3724012-10;20604.579999999998
53471.3724012-20;28388.18
53471.3724012-30;37116.06
53471.3724012-50;34379.6
53471.3724012-60;32194.579999999998
53491.3724012-01;63230.159999999996
53544.3724012-51;63446.1
536.3724012;16568.82
536.3724012-01;18669.66
53602.3724012;11905.98
53602.3724012-01;15475.699999999999
53602.3724012-60;38941.18
53603.3724012-02;23286.14
53603.3724012-11;44728.86
53603.3724012-40;26571.6
53624.3724012;49830.9
53625.3724012-01;22522.42
53625.3724012-10;22288.18
53644.3724012;44451.92
53645.3724012-31;42451.12
53645.3724012-60;37217.32
53646.3724012-01;15168.26
53653.3724012-01;15422.02
53653.3724012-11;33641.5
53653.3724012-31;25883.52
53653.3724012-61;22855.48
53653.3724110-01;5389.96
53654.3724012-01;60956.08
536.3724014-11;24356.079999999998
536.3724014-21;23533.8
536.3724014-31;23942.5
53452.3724017;21425.64
53491.3724017;18308.54
536.3724017-11;21385.38
53653.3724014-01;19762.78
53645.3724017;16715.22
5340.3740062;5882.84
5340.3740062-12;4265.12
5343.3740062-12;4265.12
5343.3740062;3578.2599999999998
5343.3740062-10;3289.12
5340.3770015-10;6431.84
5343.3770015-10;6290.32
5340.8114010;41865.52
5340.8114010-01;44246.96
5340.8114010-02;31450.38
5340.8114010-04;31450.38
5340.8114010-10;31450.38
5340.8114170-10;1209.02
5340.8114170-11;1041.8799999999999
5340.8114170-20;1013.8199999999999
5340.8114170-30;1750.7
53423.8114170-10;1080.92
536.8114170;1104.1
536.8114170-10;1762.8999999999999
53675.8114170;2197.22
5340.8114112;2200.88
53423.8114112;10115.02
53423.8114122;5120.34
8.9241;125.66
8.9242;43.92
8.9348;81.74
5340.8114120-01;4010.14
537.8114120;4274.88
5340.1118220;894.26
53403.1118220-10;812.52
53404.1118220;879.62
53416.1118220;4981.26
5344.1118220;708.8199999999999
5344.1118220-30;858.88
53444.1118220;1302.96
5347.1118220;795.4399999999999
536.1118220;812.52
53604.1118220;1987.3799999999999
53645.1118220;978.4399999999999
5340.3509130;3999.16
5340.3509130-02;4578.66
8.8843;563.64
8.9139;292.8
8.9140;150.06
8.9142;470.92
8.9216;1201.7
8.9217;600.24
8.9465;333.06
5340.1104430;64.66
5340.1104430-01;431.88
53403.1104430;688.08
5342.1104430;54.9
53645.1104430;345.26
5340.1104431;61
5342.1104431;54.9
53645.1005121;23455.72
5340.1005125;5095.94
5340.1005125-01;5095.94
536.1005125;5294.8
536.1005125-01;5294.8
5361.1005125;5332.62
5361.1005125-01;5332.62
8.9473;30635.42
9.1276;9642.88
8.9472;28124.66
8.9474;13427.32
8.9578;12872.22
8.9654;31080.719999999998
9.1277;7801.9
5340.1117097;259.86
5340.1117097-20;398.94
536.3570010;28601.68
536.3570010-02;14012.92
8.9339;54.9
5340.1003112;911.34
5340.1003112-12;915
5340.1003112-20;1174.86
5340.1003114-10;98.82
5342.1115020-20;2087.42
53441.1115020;2054.48
5347.1115020-10;2054.48
5347.1115020-20;2054.48
53602.1115020;12953.96
5340.1003016;517.28
5340.1003016-10;753.96
536.1115288;76.86
8.9451;319.64
536.1008024;2393.64
536.1008024-10;18397.6
536.1008026;1982.5
536.1008026-10;20413.04
5340.1006034;736.88
5340.1013684;81.74
5340.1009010-01;5664.46
53403.1009010;5812.08
5341.1009010;5149.62
5344.1009010;5285.04
5344.1009010-10;5510.74
5347.1009010;87083.59999999999
5347.1009010-20;50640.979999999996
5347.1009010-30;46423.44
535.1009010;49521.02
53602.1009010;6749.04
5362.1009010;6606.3
5362.1009010-01;6939.36
53677.1009010-40;22595.62
53705.1009010-10;31061.2
53705.1009010-11;25588.28
5340.1007930;15250
536.1007930;20871.76
53443.1213004-10;4128.48
5340.1213004-10;4128.48
5340.3509015-20;29560.6
536.3509015-10;67019.48
5362.3701774-10;3359.88
5340.1118444;2719.38
536.1118444;1749.48
313416-П2;145.18
316106-П;130.54
316106-П29;163.48
316106-П29ГМ;137.85999999999999
5340.1303208-20;1454.24
5342.1303208-10;1422.52
5344.1303208;1277.34
536.1014072;150.06
536.1014082;1346.8799999999999
8.9206;37.82
536.1002405;67.1
5340.1002405;120.78
8.9484;51.24
8.9410;70.76
8.9218;15.86
5340.3724126-21;344.04
5340.1003270;2220.4
536.1003270;2414.38
536.1003270-01;2414.38
5340.1013600-10;41350.68
53444.1013600;40946.86
53445.1013600;42094.88
5347.1013600;45721.94
5367.1013600;42352.299999999996
536.1013600;45745.12
53604.1013600;45113.159999999996
ЧР-11111;33143.74
5340.1013622-30;20150.739999999998
5340.1213054-01;145.18
53443.1213054-01;119.56
53402.1005254;8228.9
5362.1005254;1571.36
8.9070;43.92
8.9071;53.68
8.9172;43.92
8.9089;24.4
9.0406;10810.42
5340.1008504;762.5
5340.1117304;132.98
536.1117153;561.1999999999999
5340.1115283;1148.02
5340.1115283-10;1548.18
53404.1115283;5796.22
536.1115283-10;2176.48
5366.1115283;4900.74
5340.1002310-10;26777.78
5340.1002310-20;28867.64
5341.1002310-10;28519.94
5341.1002310-11;27835.52
5341.1002310-20;28434.54
536.1002310-10;29952.22
5341.1002313-10;37374.7
536.1002012-10;277091.27999999997
5340.1002012-10;265542.76
535.1002012;254645.72
537.1002012;235826
5340.1004118-10;603.9
5347.1004118;1980.06
535.1004118;1189.5
53443.1005070;5702.28
536.1005070-01;19056.399999999998
536.1005534;1096.78
5340.1005118;14309.38
5341.1005118;14158.1
5341.1005118-10;14158.1
53419.1005118;14309.38
5348.1005118;16077.16
5342.1005118;13755.5
536.1005118;16979.96
5362.1005118;17211.76
5340.1303130-10;1989.82
5342.1303130-10;1420.08
5340.1112163;697.84
5340.1112401-13;2110.6
53443.1112401-03;2161.84
536.1112401-12;2095.96
53643.1112401-20;2222.84
53443.1112402-03;1711.6599999999999
5340.1112402-11;2060.58
5340.1112402-12;2193.56
536.1112402-12;2095.96
53643.1112402-20;2222.84
53443.1112403-03;2039.84
5340.1112403-11;2060.58
536.1112403-12;2095.96
53643.1112403-20;2222.84
5340.1112404-13;1865.3799999999999
53443.1112404-03;2189.9
536.1112404-12;2095.96
53643.1112404-20;2222.84
536.1112405-12;2095.96
53643.1112405-20;2222.84
536.1112406-12;2095.96
53643.1112406-20;2222.84
5340.1112407-13;2197.22
53443.1112407;2163.06
53443.1112407-10;3353.7799999999997
53446.1112407-13;1711.6599999999999
53491.1112407-20;1997.1399999999999
536.1112407-13;2446.1
53643.1112407-20;1703.12
53643.1112407-30;2669.36
53445.1112401-20;1395.68
53445.1112402-20;1395.68
53445.1112403-20;1395.68
53445.1112404-20;1395.68
53443.1112407-01;1377.3799999999999
53443.1112407-11;1711.6599999999999
53445.1112407-20;1140.7
53445.1112407-30;1875.1399999999999
53445.1112407-40;1587.22
53445.1112408-20;1943.46
53643.1112408-20;2681.56
5340.1115012-10;2214.2999999999997
5342.1115012-10;2337.52
5343.1115012-10;2405.84
5343.1115012-20;2568.1
5347.1115012-10;2358.2599999999998
5347.1115012-30;2588.84
53604.1115012;5796.22
53644.1115012;10196.76
5340.1117012;1244.3999999999999
536.1117012;1512.8
5340.1213032;1259.04
53443.1213032;3203.72
536.1203020-20;3013.4
5340.3701770;1387.1399999999999
53403.3701770;14480.18
5340.1012010;2555.9
5344.1012010;8061.76
5340.1012020-10;1765.34
5344.1012020-10;9411.08
53403.1201010-07;57365.619999999995
536.1201010-23;69202.06
5361.1201010-01;67864.94
5361.1201010-43;74753.06
8.9548;7657.94
5340.3763010;34113.64
5340.3763010-10;34085.58
53403.3763010;40124.58
53404.3763010;61075.64
5342.3763010;62133.38
53443.3763010-30;61326.96
53445.3763007;18024.28
5347.3763010;33996.52
53514.3763010;71501.76
536.3763010;34113.64
8.9225;18.3
5341.1309066;1342
536.1309066-10;437.98
5347.1309066-20;623.42
5341.1309064;1368.84
536.1309064-10;437.98
5347.1309064-20;623.42
5341.1309072;1418.86
536.1309072-10;437.98
5340.1002260;2110.6
53443.1213016;1822.68
5340.1006037;684.42
5340.3509506;1140.7
5340.3509506-10;1221.22
5340.3509508;1668.96
5340.3509508-10;1479.86
5340.1002246-01;76.86
536.1029318;1687.26
5340.1007024;61
5340.3770010;6940.58
ЧР-11050-301;9563.58
5340.1002301-11;12125.58
5340.1002301-20;12426.92
5340.1002301-30;10075.98
5340.1002301-61;11774.22
5340.1002301-70;12346.4
5340.1002301-80;11450.92
53491.1002301;11733.96
535.1002301;15087.74
5362.1303134;4431.04
8.9480;147.62
53402.1005252;10827.5
53412.1005252;21506.16
53419.1005252-40;16541.98
5362.1005252;1803.1599999999999
5340.1003331;854
5340.1002311-10;25502.88
5341.1002311-10;27374.36
536.1002311-10;28713.92
5340.1005030;4387.12
5340.1005030-01;4717.74
5340.1005030-02;5565.64
5340.1006214-01;4959.3
536.1006214-01;4959.3
5340.1006236;359.9
5340.1008510;157.38
5340.1011058-10;119.56
5340.1012127;501.42
5340.1012127-01;347.7
5340.1013629;48.8
5340.1104349-01ГМ;446.52
5340.1104349-01;444.08
53443.1104349;585.6
5340.1104380;189.1
5340.1104630;118.34
5340.1111656-01;3117.1
5340.1112173;528.26
5340.1303100-10;5927.98
53404.1303100;5925.54
53441.1303100;5862.099999999999
5347.1303100;6553.84
536.1303100-10;7165.0599999999995
53602.1303100-10;5518.0599999999995
53603.1303100;6564.82
5340.1308050;974.78
5343.1308050;702.72
5340.1308102-10;6161
5343.1308102;5097.16
5340.1308102-30;12060.92
53675.1308102-10;11876.699999999999
9.1282;263.52
5340.1308054;196.42
5340.1308107;118.34
5340.3407584-01;403.82
5340.3724301;1111.42
5340.3724301-01;517.28
5340.3724301-02;512.4
5340.3724302;980.88
5340.3724302-01;498.97999999999996
5340.3724303;452.62
53404.3724303;1244.3999999999999
53604.3724303;1916.62
53404.3724304;1078.48
53404.3724305;2004.46
53404.3724306;1030.9
5340.1213238;1377.3799999999999
5340.3770047-01;1537.2
5340.3770047-11;1432.28
53423.3770047;5847.46
536.1029326-01;56326.18
53445.3770047;3513.6
5340.3770052-10;175.68
53404.1115281;15187.779999999999
536.1115282-10;2674.24
5367.1115282-01;4859.26
536.1118562;3113.44
5341.1309010;1850.74
5347.1309010;11941.36
536.1309010-11;2594.94
536.3570530-20;585.6
8.9214;37.82
8.9228;40.26
8.9244;50.019999999999996
8.9343;246.44
9.1189;2553.46
536.1203282;668.56
536.1203283;695.4
53601.3724113;2164.2799999999997
53404.3724115;912.56
53645.3724115;10984.88
536.1309074-10;364.78
8.9245;52.46
8.9064;37.82
8.9094;58.56
8.9334;884.5
8.9301;24.4
8.9098;63.44
8.9289;783.24
5340.1006032;1587.22
5340.1112550;69.53999999999999
536.1213053;1155.34
5340.1213053;1077.26
536.3509205;213.5
5362.3701021;538.02
5340.1303101;5520.5
53441.1303101;5538.8
5342.1308008;2291.16
5348.1308008;2480.2599999999998
5340.1308138;1313.94
536.3509206-10;940.62
5340.3770041-01;519.72
5340.3770041-02;572.18
5340.3770042-01;333.06
5343.3770043;625.86
5340.3770043-01;613.66
8.9453;1690.92
8.9744;61
5340.1213042-10;1671.3999999999999
5340.1213044-01;95.16
53403.1118056-10;501.42
53404.1118056;495.32
5344.1118056;480.68
5344.3509271;65.88
5344.1118344-10;165.92
5340.3509287-50;1867.82
5344.3509287-30;1141.92
536.3509287-30;933.3
5340.3509279-50;1798.28
53443.3509279-10;2322.88
53445.3509279;1959.32
536.3509279-30;1095.56
5341.1213234;433.09999999999997
53443.1111614;1183.3999999999999
53443.1111614-10;513.62
8.9298;87.84
8.9207;70.76
8.9333;84.17999999999999
314744-П29;134.2
5340.1003278-10;640.5
8.9763;119.56
5340.1104391;1456.68
5340.1213232;522.16
536.3509202;1512.8
53404.1130600;6154.9
53404.1130410;15463.5
53404.1104007-10;44312.84
53444.1104007;46916.32
53444.1104007-10;41493.42
53404.4411510;12453.76
53404.4411510-01;12049.94
5344.1118046;235.46
8.9177;68.32
8.9178;151.28
8.9243;40.26
8.8859;75.64
53404.1104254;2548.58
53404.1130564;4404.2
53404.4411038;4378.58
53444.4411038-01;2527.84
9.1260;1005.28
9.1318;671
9.1532;610
9.0604;707.6
5340.3724530;34.16
5340.3724530-10;35.38
5340.3724532;30.5
53404.3707015-10;2315.56
53404.3707015-11;2315.56
53404.1115295;17115.38
53404.3707004;11419.199999999999
53404.3707010;6739.28
53404.3707014;7821.42
ЧР-10953-22;6624.599999999999
53404.1115037;17182.48
53604.1115037;18437.86
53404.1118430;11256.94
53404.1118430-10;11205.699999999999
53404.1111282;4460.32
53443.1112388;328.18
5340.1303323-01;47.58
53441.1303340-01;186.66
53404.1112640;10117.46
53404.1130570;23310.54
53404.1130580;7466.4
53404.1130590;11091.02
53404.4411538;2504.66
53403.1130550;2070.34
53444.4411010;17237.38
53444.4411012-01;12141.44
5340.1118189;76.86
5344.1118044-20;961.36
536.1203252;359.9
5340.1115285;42.699999999999996
53404.1115285-10;64.66
536.1115285;81.74
8.9762;322.08
5340.1213504;639.28
ЧР-10953-66;4482.28
8.9851;619.76
8.9852;662.46
53404.3901220;4256.58
53404.3901221;1195.6
5340.3901010;10518.84
53404.3901010;10620.1
5340.1104433;901.5799999999999
53404.1115039;488
53604.1115039;488
8.9205;112.24
53404.3707173;1422.52
53404.3707020;910.12
53404.3707163;236.68
5340.3724117;200.07999999999998
5340.3763150;29.28
5347.1118345;265.96
5340.1003436;19.52
53445.3724150;208.62
5340.3724155;53.68
53404.3724155;68.32
8.9772;501.42
5340.1002075;58.56
53403.1118278-10;752.74
53403.1118278-30;414.8
53444.1118278;788.12
53604.1118278;847.9
53403.1118280-10;649.04
53444.1118280-10;647.8199999999999
53604.1118280;888.16
53404.3906012;58696.64
536.3906012;19984.82
5340.3906007;92870.06
5340.3906007-10;25285.72
5340.3906007-20;58501.44
5340.3906007-30;107022.06
536.3906007;131452.56
536.3906007-10;38711.82
536.3906007-20;88652.52
53403.3906007;124377.78
53403.3906007-10;26970.54
53403.3906007-20;87602.09999999999
53403.3906007-30;136439.91999999998
8.9492;17.08
53443.1111008-30;95231.98
53676.1111008;124078.87999999999
53676.1112407-01;1657.98
53653.3763010;42309.6
53676.1104426-20;1751.92
53676.1104422-20;1751.92
53643.1104410-20;1531.1
53643.1104422-20;885.72
53643.1104426-20;858.88
53643.1104382-20;1538.42
53643.1104378-20;1931.26
651.1111032-10;644.16
651.1104554;843.02
8.9176;48.8
8.9088;15.86
8.9955;1165.1
5340.1000102;913.78
5340.1000102-Р1;913.78
5340.1000102-Р2;913.78
5340.1000102-Р3;913.78
5340.1000102-Р4;913.78
5340.1000102-Р5;913.78
536.1000102;1294.42
536.1000102-Р1;1294.42
536.1000102-Р2;1294.42
536.1000102-Р3;1294.42
536.1000102-Р4;1294.42
536.1000102-Р5;1294.42
5340.1000104;807.64
5340.1000104-Р1;807.64
5340.1000104-Р2;807.64
5340.1000104-Р3;807.64
5340.1000104-Р4;807.64
5340.1000104-Р5;807.64
536.1000104;1233.42
536.1000104-Р1;1233.42
536.1000104-Р2;1233.42
536.1000104-Р3;1233.42
536.1000104-Р4;1233.42
536.1000104-Р5;1233.42
5340.1000107;90265.36
535.1004058;283.04
535.1004059;174.46
536.1000107;120511.59999999999
5340.1003108;356.24
5340.1003110;782.02
5340.1003110-02;795.4399999999999
36206.1601090;27309.7
36246.1601090;53828.84
43026.1601090;25327.2
36206.1601130;22696.88
36246.1601130;28497.98
43026.1601130;22369.92
36206.1601180;8442.4
43026.1601180;7843.38
53404.1130540;10294.36
53404.1112042;880.84
53404.1112043;2014.22
53404.1130565;8.54
53404.1118432;714.92
53404.4411152;2143.54
5340.3509530;668.56
53404.1004006-21;6659.98
53443.1004006-20;5598.58
535.1004006;7701.86
53404.1004002-21;1466.44
53443.1004002-10;1222.44
53443.1004020;775.92
53445.1104155;418.46
53443.1213085;35.38
53443.1213085-10;20.74
53443.1213100;10940.96
53443.1213100-20;12777.06
53443.1213103;359.9
53443.1213104;75.64
53443.1213220;25526.059999999998
5340.3509004;35925.34
536.3509004;74459.04
5340.1213090;307.44
8.9419;12.2
53443.1213035-10;294.02
53443.1213036;276.94
53443.1213036-10;319.64
9.0078;455.06
5340.1007032;163.48
8.9362;26.84
8.9368;30.5
53403.1118048;423.34
8.9945;662.46
53404.1213020-10;675.88
9.0093;14.64
9.1117;1550.62
53404.3918600;1266.36
9.1069;20.74
0905.1700025;285547.1
0905.1700025-010;290976.1
0905.1700025-100;289449.88
09051.1700100-010;286501.14
1105.1700025;297022.42
1105.1700025-10;300660.46
1105.1700025-100;301609.62
12055.1700025;402607.32
12059.1700025;405258.38
12059.1700025-100;413600.74
1909.1700025-010;431283.42
1909.1700025-012;439961.27999999997
8.9066;15.86
8.9090;23.18
8.9091;35.38
8.9170;26.84
8.9173;43.92
8.9230;20.74
8.9248;128.1
8.9297;57.339999999999996
8.9347;95.16
8.9350;8.54
8.9360;12.2
8.9376;147.62
8.9397;12.2
8.9454;23017.739999999998
8.9462;1206.58
8.9464;3425.7599999999998
8.9508;108.58
8.9591;20.74
8.9607;10461.5
8.9608;12317.119999999999
8.9610;26.84
8.9683;52.46
8.9685;10.98
8.9693;42447.46
8.9712;63.44
8.9729;5228.92
8.9849;28.06
8.9871;217.16
8.9886;162.26
8.9941;229.35999999999999
8.9960;387.96
8.9988;51.24
9.0636;74.42
9.0640;159.82
45 3176 0659;9513.56
45 3176 0661;8660.78
45 3176 3211;9736.82
45 3176 3212;4063.8199999999997
45 9844 6385;17.08
45 9844 6387;396.5
46 9117 4601;2.44
46 9117 5701;2.44
46 9117 7701;7.32
9.1199;2.44
216539-П29;32.94
221720-П2;154.94
250464-П29;8.54
310038-П29;26.84
312325-П29;37.82
313913-П;13.42
314721-П29;74.42
316135-П29;104.92
316182-П29;111.02
53.1111049-01;306.21999999999997
5340.1005145-10;80.52
1105.1701078;4661.62
5340.1005534;1383.48
5340.1011048-10;3539.22
5340.1011050-01;1063.84
5340.1011050-10;2631.54
5340.1011322;61
5340.1011323;157.38
5340.1011370-10;322.08
5340.1011398-10;1810.48
5340.1115020-20;1909.3
5340.1115198;1177.3
