art;pr
236НЕ-1104316-А;924.76
236НЕ-1104318-А;924.76
236НЕ-1104320-А;924.76
238-1104308;1678.72
240-1104308-В;2022.76
240-1104308-Г;1753.1399999999999
7511.1104308-11;2003.24
7511.1104308-20;1798.28
236-1104310-Г1;1770.22
240-1104310-В;2091.08
7511.1104310-11;1806.82
236-1104312-Г1;1770.22
236НЕ2-1104312-В1;1789.74
240-1104312-В;2091.08
7511.1104312-11;1806.82
236-1104314-Г1;1770.22
236НЕ2-1104314-В1;1789.74
240-1104314-В;2091.08
7511.1104314-11;1806.82
236-1104316-Г1;1770.22
236НЕ2-1104316-В1;1789.74
240-1104316-В;2091.08
7511.1104316-11;1806.82
236-1104318-Г1;1770.22
236НЕ2-1104318-В1;1789.74
240-1104318-В;2095.96
7511.1104318-11;1806.82
236-1104320-Г1;1770.22
236НЕ2-1104320-В1;1789.74
240-1104320-В;2143.54
7511.1104320-11;1806.82
240-1104322-В;2104.5
7511.1104322-11;1806.82
240-1104324-В;2067.9
7511.1104324-11;1803.1599999999999
240-1104326-В;2066.68
240-1104328-В;2067.9
240-1104330-В;2067.9
240-1104332-В;2067.9
240-1104340-В;1366.3999999999999
236-1104334;1296.86
840.1104336;7.32
240-1104337;7.32
240-1104337-Б;24.4
240-1104343;69.53999999999999
240-1104345-Б;524.6
236-1104346-В;1592.1
236-1104346-В2;1811.7
236ДК-1104346;1345.66
238-1104346-В;1755.58
238-1104346-В2;1811.7
238-1104346-Г;1805.6
238НД6-1104346;1456.68
240-1104346-А;989.42
240-1104346-Б2;1876.36
6565.1104346;1617.72
6585.1104346;1534.76
7511.1104346;1701.8999999999999
236-1104349;190.32
840.1104349;257.42
236НЕ-1104352;174.46
240-1104352;114.67999999999999
236-1104354-Б;112.24
6581.1104354-40;250.1
240-1104355;53.68
240-1104358;204.96
240-1104359;136.64
840.1104361-10;1127.28
236-1104364;256.2
240-1104364-Б2;172.02
236-1104365;186.66
240Н-1104366;285.48
240Н-1104367;381.86
236-1104370-Б;1812.92
238-1104370-Б;1904.4199999999998
240-1104370;1820.24
240-1104370-Б;1091.8999999999999
6565.1104370;2048.38
6585.1104370;1889.78
7511.1104370;1045.54
7511.1104370-10;973.56
840.1104370-01;1198.04
236НЕ2-1104373-Б;1405.44
7511.1104373;1632.36
840.1104373-20;1367.62
840.1104374-20;1632.36
840.1104375-20;1171.2
240-1104376;936.96
840.1104380;96.38
845.1104382;1539.6399999999999
850.1104382;2000.8
8501.1104382-10;1504.26
236-1104384;1295.6399999999999
236-1104384-Б;1221.22
236-1104384-В;1485.96
236-1104384-Г;1443.26
236-1104384-Е;1407.8799999999999
236НЕ-1104384;1507.92
238БМ-1104384;1250.5
240Н-1104384;1845.86
6561.1104384;1382.26
6565.1104382;469.7
6565.1104385;4289.5199999999995
6565.1104384;3237.88
840.1104384-01;1650.6599999999999
850.1104384-01;1995.9199999999998
845.1104384;1595.76
850.1104384-10;1653.1
236-1104387;305
240-1104390-А2;844.24
240-1104390-Б;1276.12
850.1104406;2537.6
240-1104410-А;900.36
8401.1104410-02;2048.38
850.1104410;2359.48
8501.1104410;1672.62
236-1104422-В;1422.52
236-1104422-Г;1579.8999999999999
236-1104422-Е;1489.62
236НЕ-1104422;1651.8799999999999
236НЕ2-1104422-А;2321.66
238-1104422-В;1553.06
238-1104422-Д;1760.46
238-1104422-Е;1687.26
238БМ-1104422-А;1781.2
240-1104422-А;1365.18
6561.1104422-10;1664.08
6561.1104422-20;1671.3999999999999
6581.1104422-10;1749.48
6581.1104422-20;1732.3999999999999
840.1104422-01;1820.24
850.1104422;2081.32
236-1104426;1228.54
236-1104426-В;1312.72
236-1104426-Г;1487.18
236-1104426-Д;1367.62
236-1104426-Е;1349.32
236НЕ-1104426;1772.6599999999999
236НЕ-1104426-Б;1772.6599999999999
236НЕ2-1104426;1944.68
238БМ-1104426;1444.48
240-1104426;1313.94
240Н-1104426;1288.32
6561.1104426;1373.72
6561.1104426-20;1255.3799999999999
6581.1104426;1665.3
6581.1104426-20;1427.3999999999999
840.1104426-01;1695.8
850.1104426-01;1839.76
236-1104429;248.88
236-1104430;276.94
236Т-1104430;250.1
238АК-1104430;540.46
240-1104430;333.06
236-1104431;363.56
840.1104431;611.22
240-1104433;511.18
7511.1104433;159.82
7511.1104434;25.62
238АК-1104436;1664.08
240-1104436;969.9
845.1104437;2228.94
850.1104437;1973.96
236-1104440;48.8
840.1104440;384.3
236-1104441;152.5
236-1104442-Б;14.64
240-1104442;26.84
658.1104444;566.08
840.1104444;725.9
240-1104449;23.18
240-1104450;1077.26
240-1104451;43.92
236-1104457-Б;53.68
240-1104459;136.64
840.1104825;34.16
840.1105010;4766.54
204А-1105510-Б;2135
240Т-1105510;3591.68
201-1105516;2131.34
201-1105524-А;802.76
201-1105528;3.66
201-1105532-Д;41.48
201-1105550;1882.46
240-1105550;1983.72
240-1106351-Б;1561.6
240-1106352;1592.1
240-1106354;8.54
840.1108038;4245.599999999999
850.1108038;4799.48
8401.1108039-10;4939.78
850.1108039;3980.86
8401.1108045-10;988.1999999999999
850.1108045;2343.62
840.1108050;1001.62
840.1108051;122
8401.1108051-10;103.7
850.1108051;173.24
840.1108054;427
840.1108056;159.82
204-1108059;20.74
204-1108060;34.16
840.1108061;71.98
840.1108136;4183.38
850.1108136;4584.76
850.1108138;3672.2
238-1109012;13346.8
238-1109020;6130.5
236-1109054;1776.32
236-1109064;150.06
236-1109084;2198.44
236-1109087-Б;4.88
236-1109090;453.84
236-1109092;211.06
236-1109094-А;334.28
236-1109104;1061.3999999999999
236-1109105;437.98
236-1109106;351.36
236-1109107;427
236-1109110;2719.38
236-1109118-А;403.82
236-1109124-А2;324.52
236БЕ-1111430-А;1144.36
238П-1111430;947.9399999999999
240Н-1111430;1021.14
236НЕ2-1111450-01;26083.6
7511.1111450-10;23186.1
8401.1111538;924.76
240-1111557;136.64
236Н-1111558;1017.48
236НМ-1111558;1094.34
236БЕ-1111558;1371.28
236БЕ-1111558-Б;1435.94
236БЕ-1111558-В;1251.72
238Б-1111558;1118.74
238Б-1111558-В;1196.82
238П-1111558;1144.36
238БМ-1111558;1154.12
238БК-1111558;1384.7
65652.1111558;1171.2
6581.1111558;1067.5
6585.1111558;1243.18
8401.1111558;915
840.1111570;1283.44
236-1111614;1176.08
238П-1111614;1104.1
240-1111614;1050.42
236-1111620;1095.56
236-1111620-Б;896.6999999999999
236-1111620-В;1559.1599999999999
236-1111620-Г;1744.6
236БЕ-1111620;1596.98
238-1111620;1144.36
238-1111620-В;1820.24
238БМ-1111620;1017.48
240-1111620;1104.1
7511.1111620;1983.72
236-1112163-Б2;505.08
240-1112163;555.1
840.1112406-10;1820.24
842.1112406-10;1876.36
840.1112470-10;2030.08
6565.1112552;451.4
201-1113153-Б;63.44
201-1114060-А;223.26
201-1114063;25.62
201-1114064-А;248.88
201-1114069;41.48
8401.1115011;11264.26
236БЕ-1115012;8699.82
236Н-1115012;4445.68
236НЕ-1115012;5993.86
238Б-1115012-Б;7578.639999999999
238ДК-1115012;7535.94
238ДК-1115012-Б;7696.98
6562.1115012;5392.4
6582.1115012;8050.78
840.1115012;6962.54
850.1115012;8901.119999999999
8401.1115013;9839.3
236БЕ-1115014;8599.78
236БЕ-1115014-Б;8285.02
238Н-1115014-Б;5708.38
240-1115014-Б;5652.26
240БМ-1115014;5680.32
840.1115014;8289.9
850.1115014;10484.68
236БЕ-1115020;7069.9
236БЕ-1115020-Б;7965.38
238Б-1115020-Б;8104.46
238Б-1115020-В;9086.56
238ДК-1115020;8335.039999999999
238ДК-1115020-Б;8181.32
240-1115020-Б;5376.54
7511.1115020-10;8321.619999999999
840.1115020;8233.78
236БЕ-1115021;7915.36
236-1115021-Б;5378.98
236Н-1115021;4543.28
236БЕ-1115021-Б;8428.98
236НЕ-1115021;5568.08
238-1115021;5574.18
238-1115021-Б;7828.74
238Б-1115021;7517.639999999999
238ДК-1115021;8263.06
238ДК-1115021-Б;7916.58
240-1115021-Б;6308.62
240БМ-1115021;6245.18
6565.1115021;5572.96
65652.1115021;5526.599999999999
7511.1115021;8206.94
7601.1115021;6106.099999999999
7601.1115021-10;7661.599999999999
840.1115021;7745.78
850.1115021;8065.42
236-1115024;5071.54
238-1115024-Б;5680.32
238-1115024-В;6311.0599999999995
240-1115024-Б;5813.3
240Н-1115024-В;7529.84
6565.1115024;5165.48
8401.1115024-01;9899.08
240Н-1115025-В;7908.04
240БМ-1115025;5632.74
236-1115030-В;5331.4
236-1115030-Г;5596.14
236А-1115030;7301.7
236БЕ-1115030;9797.82
236БЕ-1115030-Ж;9996.68
236Д-1115030;6714.88
238БК-1115030;8719.34
238Ф-1115030;6739.28
6561.1115030;8104.46
6565.1115030;6835.66
6581.1115030;8507.06
7511.1115030;6777.099999999999
236-1115032-В;6056.08
236-1115032-Г;6445.26
236БЕ-1115032;6750.26
238Ф-1115032;6325.7
240Б-1115032-А;7754.32
6565.1115032;6337.9
7511.1115032;7182.139999999999
236-1115034-Б;162.26
236А-1115034;131.76
236БЕ-1115036;200.07999999999998
236-1115040;61
238БК-1115048;222.04
240-1115048;691.74
240Н-1115048;706.38
236НЕ-1115059-10;681.98
240Б-1115059;240.34
7511.1115059;455.06
238В-1115124;107.36
236НЕ-1115128;8807.18
238Ф-1115128-Б;5322.86
240Н-1115128-А;1853.18
7511.1115128;7755.54
240Н-1115130-А;1579.8999999999999
7601.1115136;103.7
8401.1115155;1276.12
840.1115158-01;1450.58
240Н-1115200;1869.04
240Н-1115202;1287.1
240Н-1115206;463.59999999999997
240Н-1115214;1171.2
240Н-1115218;1067.5
240Н-1115222;4.88
8501.1115224;8566.84
8501.1115228;8654.68
238БК-1115280-Б;2594.94
238БК-1115284-Б;2518.08
8401.1115310;2078.88
8501.1115310;6203.7
8501.1115314;90.28
8401.1115330;1860.5
8401.1115338;1615.28
240НТ-1117010-А;3430.64
6565.1117010;17044.62
7511.1117010;3060.98
850.1117010;13034.48
201-1117016-Б2;1373.72
240-1117028-А;2056.92
7511.1117028;1715.32
204А-1117029;168.35999999999999
201-1117120;61
201-1117122-Б;150.06
201-1117124;129.32
240Н-1117147-А;949.16
840.1117152;1038.22
850.1117152;2476.6
850.1117182;5782.8
850.1117183;5835.26
850.1117205;705.16
850.1117209;267.18
850.1117240;1504.26
238НБ-1118107;315.98
238Ф-1118158;273.28
238БК-1118158;292.8
855.1118158;1354.2
8401.1118206-20;5138.64
8501.1118206;6668.5199999999995
8501.1118200;10937.3
8501.1118210;8285.02
240Н-1118214;119.56
8401.1118214;129.32
236Н-1118220-Г;2063.02
236БЕ-1118220-Г;2211.86
236БЕ-1118220-Д;2022.76
238Ф-1118220;2294.82
238БК-1118220;2083.7599999999998
6561.1118220-Б;2169.16
65652.1118220;2203.32
8401.1118220-10;2903.6
8401.1118220-20;1832.44
238БК-1118221;1567.7
8401.1118221-10;2056.92
8401.1118221-20;1836.1
238Ф-1118224;896.6999999999999
238БК-1118224;934.52
238БК-1118225;445.3
8401.1118230-01;780.8
8401.1118231-01;854
8401.1118234-20;240.34
8401.1118238;250.1
236БЕ-1118245;1948.34
65652.1118245;2060.58
8401.1118245-01;664.9
8401.1118246-20;265.96
238БК-1118249;63.44
236БЕ-1118340;911.34
236БЕ-1118340-Б;832.04
236БЕ-1118340-В;1118.74
236Н-1118340;845.46
236Н-1118340-В;1027.24
238Б-1118340;976
238БК-1118340;2726.7
240Н-1118340-Б;511.18
240Н-1118340-Г;2339.96
65652.1118340;783.24
238БК-1118341;5064.22
240Н-1118341-Б;503.86
240Н-1118341-Г;2568.1
240Н-1118356;627.08
238П-1118385;69.53999999999999
850.1118504;276.94
7511.1118560;104.92
6561.1130141;353.8
6561.1130160;544.12
8401.1170200-14;169697.12
8401.1170208-21;40573.54
8401.1170210-40;27240.16
8401.1170270-20;4478.62
8401.1170400;3212.2599999999998
240-1303012;808.86
7601.1303014;147.62
240-1303016;223.26
850.1303048-01;1001.62
850.1303052;1311.5
847.1303088;950.38
240-1303090-Б;1916.62
840.1303090;3788.1
240-1303098;308.65999999999997
240-1303100-Г;8593.68
6562.1303100;5605.9
6582.1303100;5446.08
840.1303100;11208.14
840.1303100-10;11001.96
850.1303100;16434.62
236-1303101-Г;6228.099999999999
240-1303101-Г;8310.64
6562.1303101;5147.18
6582.1303101;5796.22
840.1303101;9833.199999999999
840.1303101-10;10912.9
850.1303101-10;18396.38
850.1303102;17153.2
240-1303104-В;4350.5199999999995
6582.1303104;3541.66
6562.1303104;3425.7599999999998
6563.1303104;3636.8199999999997
7601.1303102-20;35203.1
7601.1303104-41;8034.92
840.1303104;8437.52
240-1303105-В;4323.68
7601.1303105-40;5819.4
7511.1303105-20;5987.76
840.1303105;6986.94
850.1303105-10;15661.14
240-1303108-В;4134.58
240-1303110-В;4679.92
7511.1303112-10;6934.48
8401.1303112-10;7540.82
8501.1303112;12132.9
7511.1303114-10;6717.32
8401.1303114-10;8389.94
8501.1303114;11382.6
850.1303121;137.85999999999999
850.1303122;57.339999999999996
240-1303130-В;1923.94
840.1303130;1995.9199999999998
850.1303130;2501
240-1303148;189.1
240-1303152-Б;1196.82
840.1303156;2196
847.1303156;1329.8
240-1303166-Б;2039.84
840.1303167;10338.28
840.1303168;1861.72
840.1303174;3192.74
240-1303176-В;3054.88
240Б-1303176;1593.32
240Б-1303182;1400.56
240Б-1303184;1184.62
850.1303188;79.3
850.1303208;5608.34
8502.1303208;5220.38
240-1303226;1684.82
240-1303240-Б;1234.6399999999999
240-1303242-Б;1139.48
240-1303246;279.38
8401.1303278-20;2249.68
8401.1303280-10;4510.34
8401.1303284-10;3714.9
8401.1303292-10;1705.56
8401.1303296-10;3235.44
8401.1303300-10;3378.18
850.1303320;14306.94
850.1303321;2814.54
8401.1303322-10;4567.68
850.1303324;129.32
846.1303524;203.74
847.1303524;225.7
840.1305008;1449.36
240-1305010-Б;1450.58
240-1305041;197.64
236-1306070-А3;1875.1399999999999
236-1306080-А2;1144.36
658.1306080;1842.2
236-1306084;185.44
7511.1306084;190.32
7601.1306084;190.32
7601.1306090;886.9399999999999
236-1307010-Б3;14653.42
658.1307010;14815.68
7511.1307010-03;14815.68
7511.1307010-04;14815.68
840.1307010-03;19539.52
840.1307015;10483.46
850.1307023-10;1499.3799999999999
850.1307033;640.5
840.1307040-02;244
840.1307045-01;1506.7
7511.1307048;384.3
236-1307081;225.7
240-1307084;2425.36
236-1307111;137.85999999999999
8401.1307136;418.46
236-1307155-А;5926.76
7511.1307155-02;6054.86
840.1307155;7010.12
236-1307206;2280.18
236-1307216-Г1;3093.92
7511.1307216-01;1413.98
236НД-1308004;30391.42
236НЕ-1308004;18730.66
236НЕ-1308025-Б;5908.46
236НЕ-1308004-Б;16584.68
236НЕ-1308004-В;16777.44
238В-1308004;16656.66
238К-1308004;16681.06
238НБ-1308004;22807.899999999998
238НП-1308004;21170.66
7514.1308004;21725.76
236НД-1308011-Б;21112.1
236НД-1308011-В;22077.12
236НЕ-1308011-Д;12731.92
236НЕ-1308011-И;14447.24
236НЕ-1308011-К;13327.279999999999
238БК-1308011-Д;14902.3
238НП-1308011-В;15456.18
238К-1308011-Г;12951.52
238НБ-1308011-Д;15051.14
238АК-1308011;12789.26
238В-1308011;13194.3
7511.1308011-40;15091.4
7514.1308011-20;16692.04
236-1308012-А4;2962.16
236У-1308012;2985.34
236НЕ-1308012;3192.74
238-1308012-А4;3172
238Н-1308012;3307.42
238У-1308012;3119.54
238НБ-1308012-Б2;3198.84
238БЕ-1308012-А;3211.04
238АК-1308012;3478.22
240Б-1308012;3651.46
7511.1308012;3933.2799999999997
845.1308012-01;35175.04
850.1308012;32791.159999999996
АД-100.1308012;4029.66
236-1308014-Г;883.28
236-1308015;93.94
238-1308015-А;98.82
240Б-1308015;174.46
206-1308016-Б;43.92
236НЕ-1308016;93.94
240Б-1308016;29.28
204-1308017;2.44
236-1308019-Б;890.6
236-1308025-В2;2304.58
236НЕ-1308025;3706.36
238НП-1308025;4825.099999999999
238НБ-1308025;3267.16
236НЕ-1308050-Г;1372.5
236НЕ-1308050-Д;1420.08
238АК-1308050;2267.98
7511.1308050-10;3758.8199999999997
7514.1308050-10;3298.88
238АК-1308051;379.42
7511.1308051;589.26
236-1308055-Б2;425.78
240Б-1308064-А;466.03999999999996
236-1308090-В2;8357
238НП-1308098;251.32
236НЕ-1308102-Б3;4734.82
236-1308104-Б2;1795.84
236-1308104-В;2538.82
236-1308107-А;269.62
238АК-1308110;7084.54
240Б-1308116;1433.5
238АК-1308138;3053.66
236-1308630;2253.34
236-1308632;634.4
850.1308674;312.32
236НЕ-1308754-А;1346.8799999999999
658.1308754-10;1179.74
850.1308754-10;1171.2
236НЕ-1309010;2831.62
7511.1309010;3919.86
236НЕ2-1309064-Б;535.58
238БЕ2-1309064-Б;430.65999999999997
7511.1309064;458.71999999999997
7511.1309064-20;562.42
236НЕ-1309065;129.32
656.1309065;197.64
7511.1309065;81.74
236НЕ-1309066;505.08
238БЕ-1309066;562.42
7511.1309066;581.9399999999999
7511.1309066-10;735.66
236НЕ2-1309072;441.64
238БЕ2-1309072;445.3
7511.1309072;451.4
236НЕ-1309074;386.74
238БЕ-1309074;398.94
7511.1309074-10;433.09999999999997
240Б-1318056;150.06
240Б-1318124;23.18
240Б-1318234;306.21999999999997
181.1600008;50675.14
181.1600008-10;51342.479999999996
182.1600008;52872.36
182.1600008-10;53279.84
183.1600008;50414.06
183.1600008-10;50803.24
184.1600008;54566.94
184.1600008-15;54331.479999999996
181.1600008-15;51635.28
182.1600008-15;54403.46
183.1600008-15;51441.299999999996
238-1600008;54726.76
238Т-1600008;53749.54
236К-1600008;53650.72
236КТ-1600008;53650.72
238Н-1600008;55000.04
238НТ-1600008;55000.04
238-1600008-В;53650.72
238Т-1600008-В;53650.72
183.1600020-40;6627.04
183.1600020-80;6701.46
238-1601010;17486.26
238-1601010-В;16978.739999999998
184.1601015;15159.72
2392.1601015-10;32922.92
0905.1601015;25848.14
0905.1601007;27136.46
200-1601021;86.62
238У-1601025;200.07999999999998
236-1601030-А2;289.14
238У-1601031;2643.74
238Н-1601040;108.58
181.1601090;19326.02
181.1601090-05;19121.06
182.1601090;19823.78
182.1601090-05;19166.2
183.1601090;19190.6
183.1601090-05;19108.86
184.1601090;22460.2
184.1601090-03;23560.64
184.1601090-05;22444.34
187.1601090;41780.12
236К-1601090-Б2;16467.56
238-1601090-Г3;19140.579999999998
238-1601090-Г4;16809.16
238Н-1601090-Б2;16915.3
238-1601092;7622.5599999999995
182.1601093-10;6947.9
183.1601093-10;6983.28
187.1601093;31713.899999999998
238-1601093;6002.4
238Н-1601093;6092.68
238-1601094-Г;7566.44
236-1601095-Б2;658.8
182.1601097;311.09999999999997
238-1601105;373.32
236-1601108-Б;428.21999999999997
236-1601109-В;189.1
236-1601110-В;63.44
236-1601111;79.3
236-1601113;129.32
181.1601115;12076.779999999999
182.1601115;12420.82
184.1601115;12711.18
236-1601117;30.5
182.1601120;1889.78
184.1601120-71;2156.96
236-1601120;1338.34
182.1601122;7465.18
182.1601125;6128.0599999999995
181.1601130;12563.56
181.1601130-13;12706.3
181.1601130-80;12641.64
182.1601130;13915.32
182.1601130-10;13313.86
182.1601130-03;12666.039999999999
184.1601130-10;17087.32
184.1601130-13;15450.08
187.1601130;43162.38
181.1601130-10;13871.4
184.1601135;250.1
182.1601142;2541.2599999999998
183.1601142-80;3324.5
184.1601143;2419.2599999999998
184.1601145;2400.96
184.1601153;1089.46
184.1601158;136.64
184.1601167;2458.2999999999997
182.1601178;3736.86
183.1601180-01;9818.56
184.1601180-31;10606.68
182.1601187;204.96
182.1601190;93.94
182.1601193-02;4911.72
183.1601195;85.39999999999999
183.1601197;513.62
182.1601199-01;344.04
236-1601200-А;1112.6399999999999
184.1601202-75;11065.4
183.1601203;3623.4
184.1601203;3902.7799999999997
184.1601203-75;3517.2599999999998
1830.1601203-01;4804.36
1840.1601203-01;4884.88
236-1601203-Б2;1512.8
184.1601214-71;2819.42
184.1601215-10;3714.9
183.1601402;15.86
183.1601404;29.28
236-1601215-Б;3211.04
184.1601216;527.04
236-1601216-Б2;506.3
236-1601230-А;886.9399999999999
182.1601273;204.96
184.1601273-71;574.62
182.1601275;547.78
236-1601282;102.48
236-1601283;84.17999999999999
238-1601302;631.96
238-1601304;1163.8799999999999
238-1601308;836.92
236-1601332;220.82
238-1601334;275.71999999999997
238-1601336;63.44
182.1601342;158.6
182.1601343-10;549
182.1601344;267.18
182.1601360;535.58
182.1601364-50;148.84
236Н-1700003;288920.39999999997
236Н-1700003-10;290628.39999999997
236Н-1700003-30;292331.52
236У-1700003;289942.76
236У-1700003-10;291670.27999999997
236У-1700003-20;289774.39999999997
236У-1700003-30;290628.39999999997
236У-1700003-40;290457.6
236У-1700003-50;292331.52
236У-1700003-60;291481.18
236У-1700003-70;293190.39999999997
2361.1700003-50;302594.16
2361.1700003-52;304132.58
236Л-1700004;289942.76
236Л-1700004-10;291670.27999999997
236Л-1700004-20;289774.39999999997
236П-1700004;286492.6
236П-1700004-10;287360.02
236П-1700004-30;289082.66
236П-1700004-40;290810.18
236П-1700004-50;289942.76
236П-1700004-70;291670.27999999997
2361.1700004-02;313342.36
2361.1700004-06;314561.14
2361.1700004-56;314901.52
2361.1700004-58;316442.38
2361.1700004-59;317951.52
2361.1700004-80;314107.3
2361.1700004-81;314451.33999999997
2361.1700004-87;314796.6
2361.1700004-156;315831.16
2361.1700004-256;316611.96
239.1700025-02;643742.76
239.1700025-04;645389.76
239.1700025-12;647267.34
239.1700025-20;646092.48
239.1700025-22;645858.24
239.1700025-24;645979.02
2391.1700025-05;660188.36
2391.1700025-20;660660.5
2391.1700025-23;669587.24
2391.1700025-29;666822.72
2391.1700025-42;669448.16
2391.1700025-43;672997.14
2393.1700025-01;677813.7
2393.1700025-03;674991.84
2393.1700025-14;687838.44
2393.1700025-20;691104.38
2393.1700025-23;695241.4
2393.1700025-150;694066.54
2393.1700025-152;672388.36
2391.1700026-22;658667.02
2393.1700026-50;695307.28
2361.1700030-88;293070.83999999997
239.1700402;2033.74
236-1701001;26284.899999999998
236-1701009-Б;27426.82
238М-1701009-40;27986.8
239.1701009;27908.72
236.1701010-Б;27274.32
239.1701010-10;27928.239999999998
236-1701015-Б;27900.18
236-1701020;1393.24
0905.1701025;29405.66
236Н-1701027-Б;10750.64
239.1701027-10;23217.82
2381.1701029;307.44
2381.1701030;22021
200-1701034;175.68
238-1701034;279.38
201.1701035;64.66
239.1701035;1426.18
201.1701036;92.72
236-1701039-А2;6301.3
2381.1701039;10359.02
236-1701040-А2;4564.0199999999995
2381.1701040;9786.84
336.1701040;8026.38
0905.1701041;8951.14
200-1701041;9.76
336.1701041-11;5574.18
236-1701043-Б;259.86
336.1701043;189.1
236-1701048-Б;15257.32
239.1701048-10;22330.88
236-1701050;2657.16
1509.1701050;7073.5599999999995
236-1701051;3207.38
238А-1701051;4679.92
239.1701051-10;7390.76
1509.1701052;14855.94
2391.1701052;15245.119999999999
1509.1701053;9746.58
236У-1701053;5197.2
238А-1701053;6590.44
2391.1701053;12911.26
236Н-1701056-А;4578.66
239.1701056;8425.32
236-1701057;2474.16
236-1701057-Б;2762.08
236-1701059;602.68
238-1701059;608.78
200-1701060;146.4
236-1701063;269.62
200-1701065;120.78
236-1701067-А;223.26
236-1701074-А2;1140.7
236-1701076;9.76
236-1701082-Б;5333.84
239.1701082-10;6813.7
200-1701084;450.18
236-1701087;223.26
236-1701092;1816.58
238-1701092;1820.24
239.1701092;2464.4
236-1701093;230.57999999999998
1509.1701100;142465.5
236-1701105-Б;19820.12
239.1701105;26511.82
236-1701112-Б;5732.78
12059.1701112;5227.7
238М-1701112;12623.34
239.1701112-10;9357.4
236-1701113-Б2;2995.1
238-1701113;3597.7799999999997
236-1701122-А;1127.28
236-1701127;5499.76
239.1701127-10;8105.679999999999
1509.1701127;9420.84
236У-1701129;4326.12
238А-1701129;5111.8
236-1701131;4643.32
238А-1701131;6751.48
239.1701131-10;7029.639999999999
239.1701132-10;7187.0199999999995
2391.1701132;8360.66
1509.1701132;8926.74
200-1701133;47.58
236-1701135;2160.62
239.1701135;649.04
239.1701136;551.4399999999999
239.1701136-01;578.28
239.1701136-02;549
239.1701136-03;589.26
239.1701137;2987.7799999999997
236-1701138;2039.84
239.1701140-10;9245.16
239.1701143;1528.6599999999999
236-1701144-Г;1017.48
236-1701144-Д;1033.34
236-1701144-Е;1085.8
236-1701144-Ж;1018.6999999999999
236-1701145-А;418.46
236-1701150-Б2;12494.02
239.1701150;34172.2
236-1701151-А;9796.6
336.1701151;35200.659999999996
200-1701164-А;2427.7999999999997
200-1701165-А;2346.06
236-1701166-Б2;907.68
336.1701170;6873.48
200-1701176-Г;1644.56
200-1701177-Е;41.48
200-1701192;242.78
336.1701193;1518.8999999999999
336.1701193-01;1672.62
336.1701193-02;1877.58
336.1701193-03;1561.6
238-1701194;1938.58
236-1701200-Б;3717.34
2361.1701200-10;3418.44
236-1701201-Б;2830.4
236-1701205-Б4;3336.7
236-1701230;437.98
210-1701240-Б;4150.44
236-1701240-10;6054.86
236-1701240-Б2;4933.68
236Н-1701242-Б2;791.78
236-1701243;279.38
236Н-1701249;181.78
239.1701278;3856.42
239.1701279;17843.72
238-1701283;241.56
239.1701286;2175.2599999999998
239.1701288;6835.66
336.1701290;9940.56
336.1701291;9993.02
239.1701428;1487.18
239.1701428-01;1473.76
239.1701428-02;1459.12
239.1701428-03;1435.94
239.1701458-10;5480.24
239.1701462;1263.92
239.1701462-01;1263.92
239.1701462-02;1222.44
239.1701462-03;1263.92
239.1701468;2814.54
236-1701476-Б;1481.08
239.1701476;1876.36
236-1701478-Б;988.1999999999999
239-1701478;1405.44
336.1701479;363.56
336.1701479-01;359.9
336.1701479-02;359.9
336.1701479-03;359.9
336.1701479-04;359.9
239-1701480;9043.86
336.1701481;9479.4
336.1701483;461.15999999999997
336.1701483-01;485.56
336.1701483-02;461.15999999999997
336.1701483-03;474.58
336.1701483-04;477.02
1509.1702010;25972.579999999998
236-1702010-Б;13779.9
239.1702010;35913.14
236-1702012;6636.8
238-1702012;6893
238-1702014;599.02
238-1702015-Б;8505.84
239.1702015;6753.92
236-1702024;1661.6399999999999
336.1702024;2620.56
236-1702025;120.78
236-1702027;2870.66
239.1702027;3568.5
236-1702028;1729.96
239.1702028;1980.06
236-1702033;2691.32
239.1702033;3314.74
336.1702035;2460.74
1509.1702035;4088.22
336.1702047;136.64
238-1702050;3002.42
236-1702053;753.96
238-1702053;2143.54
239.1702053;2416.82
236-1702060-А2;1378.6
239.1702060;2133.7799999999997
236-1702064;1080.92
239.1702064;1800.72
236-1702074;927.1999999999999
239.1702074;1461.56
336.1702083-10;276.94
236-1702087;50.019999999999996
336.1702089-10;146.4
236Н-1702114;4688.46
236Н-1702118-А;2940.2
238Б-1702114;5120.34
2391.1702114;5110.58
238Б-1702119;2054.48
2391.1702119;1972.74
236У-1702121-Б;2131.34
239.1702122;67.1
236-1702125;962.5799999999999
236-1702126;147.62
236У-1702128-А;102.48
236-1702129;123.22
236У-1702131-А;78.08
236-1702132;391.62
236-1702170-А;474.58
236-1702171-Б;152.5
236-1702172-Б;14.64
238Н-1702178;174.46
236-1702182;103.7
236-1702184;111.02
0905.1702200;27491.48
239.1702200;24656.2
239.1702200-02;24347.54
2392.1702200;26870.5
336.1702209;8155.7
336.1702209-20;8426.539999999999
33.1702217;1001.62
239.1702221;4606.72
2392.1702221;5422.9
336.1702222-20;4382.24
336.1702244;34.16
236-1704010-А;3919.86
336.1704010;4576.22
336.1704010-10;4672.599999999999
236-1704015-Б;1962.98
236-1704018-Б;1839.76
336.1704018;1989.82
236-1704020-Б;1681.1599999999999
