art;pr
60.1111222-01;1110.2
60.1111280-10;147.62
60.1111282-01;574.62
60.1111286-10;267.18
60.1111289-12;71.98
60.1121020-40;2524.18
60.1121034-10;1678.72
60.1121038-03;624.64
60.1121046-10;3020.72
60.1121052-10;2185.02
60.1121052-20;2199.66
60.1121060-10;530.6999999999999
60.1121066-01;176.9
60.1121080-60;2538.82
60.1121086-60;2318
60.1121086-70;2149.64
60.1121103;13.42
60.1121114;132.98
604.1111238;273.28
6-7204А;738.1
6-7205А;856.4399999999999
6-7506А;897.92
740.1029240;312.32
77.1111140;1277.34
771.1111039;3824.7
771.1111039-21;4194.36
771.1111039-22;4368.82
771.1111041-02;3874.72
771.1111042-40;3894.24
771.1111138;178.12
771.1111174;256.2
773.1111022;37849.28
773.1111022-01;37849.28
773.1111028-03;4413.96
773.1111055;12126.8
773.1111184;1523.78
773.1111330;3516.04
773.1111332-01;3131.74
774.1111022;37849.28
78.1111077;170.79999999999998
78.1111078;145.18
78.1111079;102.48
80.1110125-10;12925.9
80.1110380-01;423.34
80.1111020-30;35126.24
80.1111021-30;33432.88
80.1111170-30;11077.6
80.1111172-30;10653.039999999999
80.1111222-01;1329.8
80.1111425;157.38
805.1110020-10;2987.7799999999997
805.1110022-10;2612.02
805.1110125-20;10208.96
805.1110125-40;10144.3
805.1110380-01;262.3
805.1110388;181.78
805.1110498;655.14
805.1110498-10;997.9599999999999
807.1110020-20;2807.22
807.1110022-10;2647.4
807.1110125-10;10305.34
807.1110125-30;9314.699999999999
807.1110454-02;406.26
807.1110455;373.32
807.1110488-02;189.1
807.1110492-10;157.38
807.1121046-30;2915.7999999999997
807.1121060-41;579.5
8103;259.86
84.1110022;2775.5
840.1005038;108.58
840.1121086;1104.1
841.1318192;43.92
852003;104.92
852010-П29;141.52
852023;1030.9
852025;97.6
852026;120.78
852203;39.04
852204;18.3
852205;114.67999999999999
852206;178.12
852212;150.06
852225;161.04
852350;97.6
852381-П29;69.53999999999999
852503;223.26
852505;189.1
852514;108.58
852606-П15;82.96
852632-П;191.54
852769-П;111.02
852770-П;222.04
852771;189.1
852780;176.9
852881-П;275.71999999999997
852894;183
852895;181.78
852920;58.56
870001-П29;203.74
870003-П29;200.07999999999998
870350-П29;150.06
870351-П29;170.79999999999998
870354-П29;41.48
870355-П29;48.8
870452-П2;23.18
870455-П;39.04
870463-П;93.94
870501-П29;250.1
870518-П;143.96
870519-П15;170.79999999999998
870601-П;69.53999999999999
870602-П;47.58
870603-П;52.46
870604-П;56.12
870605-П;56.12
870606-П;54.9
870607-П;54.9
870608-П;57.339999999999996
870609-П;57.339999999999996
870610-П;52.46
870611-П;57.339999999999996
870614-П2;15.86
870615-П2;35.38
870618-П;10.98
870621;25.62
870622-П;37.82
870624-П;8.54
870627-П29;25.62
870643-П15;20.74
870645-П2;45.14
870721-П;10.98
870722-П;12.2
870723-П;8.54
870751-П;47.58
870770;39.04
870868-П2;57.339999999999996
870869-П29;42.699999999999996
870880-П;62.22
870883;176.9
8ФР.700.184;71.98
8ФР.700.221;191.54
8ФР.700.264;335.5
8ФР.700.264-01;339.15999999999997
90.1110125-10;12403.74
90.1110462-10;212.28
90.1111020-10;44368.96
90.1111172-30;13034.48
90.1111280;119.56
90.1121038-03;540.46
90.1121086-30;1921.5
90.1121086-40;2119.14
901.1110860;7271.2
901.1110869;141.52
901.1111020-10;51252.2
901.1111026-10;2964.6
901.1111040;1241.96
901.1111102-01;739.3199999999999
901.1111102-11;603.9
901.1111102-21;680.76
901.1111131;927.1999999999999
902.1110467-10;423.34
92.1110016-10;211.06
92.1110030-10;527.04
92.1110040;2655.94
92.1110117;85.39999999999999
92.1110117-10;85.39999999999999
92.1110140-40;3212.2599999999998
92.1110144-30;2172.82
92.1110148-12;157.38
92.1110174-10;370.88
92.1110176-20;67.1
92.1110184-90;849.12
92.1110189;161.04
92.1110207;534.36
92.1110267-10;722.24
92.1110300-21;5807.2
92.1110375-10;458.71999999999997
92.1110414-20;61
92.1110445;145.18
92.1110448;115.89999999999999
92.1110499-10;173.24
92.1110976-04;290.36
921.1110024-51;5153.28
921.1110024-80;5192.32
921.1110108;69.53999999999999
921.1110826;71.98
921.1110876;649.04
921.1110878;173.24
921.1110878-10;189.1
921.1110880-10;810.0799999999999
921.1110881;18.3
921.1110890;2278.96
921.1110890-10;2081.32
921.1110911;1054.08
921.1110918;214.72
921.1110973;25.62
922.1110029;173.24
922.1110138-20;318.42
922.1110166;416.02
922.1110170-10;1272.46
922.1110177;477.02
922.1110179;579.5
922.1110182-30;2992.66
922.1110194;5403.38
922.1110412;254.98
922.1110496-40;7046.72
923.1110020-40;19160.1
922.1110114-51;68.32
924.1110114;190.32
924.1110114-100;190.32
922.1110114-20;71.98
925.1110010-20;50755.659999999996
ВС 301-0751;157.38
ПКЖ-3;217.16
СЦ5.501.202;278.15999999999997
ЭМП01.02.04;85.39999999999999
181.1601150;252.54
182.1601183;90.28
182.1601188;115.89999999999999
182.1601198;141.52
182.1601198-10;183
183.1601198-90;164.7
184.1601151;212.28
236-1007021-А;264.74
236-1601115-А;269.62
236-1601150;218.38
236-1601188-А2;181.78
236-1601273-А2;172.02
236-1601275-А2;141.52
236-1702106;63.44
236-1702127-А;34.16
236У-1702130;203.74
201.1722051;10.98
238-1601115-А2;150.06
240-1005610;147.62
7511.1007020;297.68
840.1007020;307.44
840.1007021;312.32
841.1318100;170.79999999999998
236-1106380;37.82
60.1106380-02;104.92
60.1106380-05;104.92
236-1106264;145.18
921.1110160;5882.84
921.1110160-90;5882.84
921.1110160-100;5882.84
921.1110160-140;5882.84
200;147.62
46 1212 1092;134.2
ВС301-1047;63.44
258626;41.48
312325;26.84
312700;41.48
312700-П29;9.76
852005;170.79999999999998
852015;52.46
852210;26.84
852372;70.76
852384;69.53999999999999
852387;114.67999999999999
852511;359.9
853013;25.62
864208;63.44
01-7002-2841;41.48
01-7002-2849;58.56
133.1110125-30;10189.44
135.1111015-21;50600.72
135.1111020-20;78753.44
135.1111021-20;40008.68
135.1111025-20;31998.16
136.1110338-10;5995.08
17.1111115;41.48
17.1111124;132.98
175.1110022-10;2879.2
175.1110072;61
175.1110200;93.94
175.1110200-10;91.5
175.1110304;1022.36
175.1110324;630.74
175.1110404-40;5476.58
175.1111050-10;21518.36
177.1111280-11;57.339999999999996
18.1111055;24353.64
18.1112020;2202.1
18.1112172;474.58
181.1112112-11;889.38
185.1110125-10;12810
185.1110404-01;5680.32
185.1110404-11;5671.78
185.1111015-30;68211.42
185.1111015-40;69471.68
185.1111020-30;87315.4
185.1111021-20;68237.04
185.1111021-30;70906.4
185.1111025-20;57842.64
185.1111025-30;57842.64
185.1111050;36682.96
186.1110380-10;1610.3999999999999
186.1110382-10;1271.24
2101-3703116-01;25.62
236-1110020-Е;2299.7
236-1110042;35.38
236-1110066;240.34
236-1110067;37.82
236-1110200-Б;82.96
236-1110372-Б;158.6
236-1110521;611.22
236-1111042-А;308.65999999999997
236-1111050;170.79999999999998
236-1111051;119.56
236-1111052;25.62
238И-1110404;1666.52
238НБ-1110150;225.7
240-1121034;1760.46
240-1121100;102.48
240Н-1110125-А3;9925.92
240Н-1110870;834.48
240Н-1110891;79.3
240Н-1110896;104.92
240Н-1110897;104.92
25.1121038-04;222.04
26.1112023;1298.08
262.1112023;1554.28
267.1112168;550.22
267.1112195;75.64
320.88902;237.9
33.1111325;935.74
333.1110756;173.24
333.1110757;683.1999999999999
337.1106368;68.32
42.1106238;1700.68
42.1106240-20;1024.8
42.1106242-10;235.46
42.1111046-01;145.18
42.1111063-12;683.1999999999999
42.1111065;173.24
42.1111186-10;839.36
421.1110901;196.42
423.1110404;2050.82
423.1110414;92.72
423.1110880-10;955.26
423.1110926-10;986.98
44.1106012-10;4765.32
44.1106016-10;3406.24
44.1106019;81.74
44.1106234-12;206.18
47.1111023;8798.64
47.1111024;1076.04
47.1111025;22140.56
47.1111033;112.24
47.1111050-10;13293.119999999999
47.1111068;25.62
47.1111082;45.14
47.1111083;201.29999999999998
47.1111292;23.18
47.1111356;39.04
47.1111358;971.12
47.1111412;156.16
47.1111482-05;1071.16
47.1111482-06;1651.8799999999999
48.1106024-30;6757.58
48.1106072;506.3
48.1106074;511.18
48.1106075-20;101.25999999999999
60.1110062-02;930.86
60.1110267;606.34
60.1111022-30;36443.84
60.1111035-20;433.09999999999997
60.1111064-01;441.64
60.1111078-31;1151.68
60.1111120-03;91.5
60.1111138-10;1210.24
60.1111140-30;258.64
60.1111141;1607.96
60.1111142-10;137.85999999999999
60.1111143-10;57.339999999999996
60.1111147;268.4
60.1111163;39.04
60.1111285-10;319.64
80.1111026-10;963.8
80.1111420;157.38
805.1110404-21;5673
808.1110125;12358.6
852018-П29;111.02
852022-П29;172.02
852380-П29;31.72
852507-П15;470.92
852753-П;93.94
852775-П;85.39999999999999
852880-П29;214.72
853529-10;39.04
870701-П29;14.64
870806-П15;79.3
90.1111021-20;54978.08
90.1111022-20;53165.159999999996
90.1111170-40;20217.84
90.1111222;2189.9
901.1110865;2237.48
901.1110866;996.74
901.1110868;662.46
901.1110876;42.699999999999996
901.1110880;2097.18
901.1110885;1672.62
901.1110886;1445.7
901.1110894;541.68
901.1111021-20;62634.799999999996
901.1111022-20;53323.76
901.1111106-01;176.9
901.1111132;187.88
902.1110380-01;540.46
902.1110388;372.09999999999997
902.1110467;486.78
92.1110176-30;64.66
92.1110414-10;70.76
ЭМП01.02.02;496.53999999999996
ЭМП01.02.03;35.38
4591006264;136.64
M6х12DIN914;25.62
ВИНТМ6-6Gх16.88.016;135.42
ВИНТМ8-6Gх65.88.016;47.58
БОЛТМ6Х40DIN6921;56.12
17.3906069;2214.2999999999997
